x,y
0,1
0,0
0.030303030303030304,0.011764705882352941
0.030303030303030304,0.0059523809523809521
0.060606060606060608,0.011834319526627219
0.060606060606060608,0.0071174377224199285
0.090909090909090912,0.010638297872340425
0.090909090909090912,0.010416666666666666
0.12121212121212122,0.01384083044982699
0.12121212121212122,0.010638297872340425
0.15151515151515152,0.013262599469496022
0.15151515151515152,0.0066137566137566134
0.18181818181818182,0.0079260237780713338
0.18181818181818182,0.0066298342541436465
0.21212121212121213,0.0077262693156732896
0.21212121212121213,0.0062836624775583485
0.24242424242424243,0.0071748878923766817
0.24242424242424243,0.00699912510936133
0.27272727272727271,0.0078671328671328679
0.27272727272727271,0.0069230769230769233
0.30303030303030304,0.0076863950807071479
0.30303030303030304,0.0060901339829476245
0.33333333333333331,0.0066950699939135726
0.33333333333333331,0.0064743967039434958
0.36363636363636365,0.007058823529411765
0.36363636363636365,0.0067988668555240793
0.39393939393939392,0.0073612684031710077
0.39393939393939392,0.0070883315158124316
0.42424242424242425,0.0076294277929155312
0.42424242424242425,0.0064814814814814813
0.45454545454545453,0.0069412309116149932
0.45454545454545453,0.0068933823529411763
0.48484848484848486,0.0073495636196600827
0.48484848484848486,0.0055420852095600971
0.51515151515151514,0.0058864265927977841
0.51515151515151514,0.0054679961402380184
0.54545454545454541,0.0057877813504823147
0.54545454545454541,0.0056639395846444307
0.5757575757575758,0.0059767222396980187
0.5757575757575758,0.0055816686251468862
0.60606060606060608,0.0058737151248164461
0.60606060606060608,0.0043591979075850041
0.63636363636363635,0.0045761603835258223
0.63636363636363635,0.004320098745114174
0.66666666666666663,0.0045248868778280547
0.66666666666666663,0.0045128205128205125
0.72727272727272729,0.0049210580274759077
0.72727272727272729,0.0046162723600692438
0.75757575757575757,0.0048058439061899267
0.75757575757575757,0.003939489442168295
0.78787878787878785,0.0040951330918254846
0.78787878787878785,0.0040404040404040404
0.81818181818181823,0.0041938490214352281
0.81818181818181823,0.0036407766990291263
0.84848484848484851,0.0037740935436042593
0.84848484848484851,0.0037368210329640997
0.87878787878787878,0.0038687299893276415
0.87878787878787878,0.0032108060230292292
0.90909090909090906,0.0033204205866076372
0.90909090909090906,0.0032844317932997592
0.93939393939393945,0.0033927985115464595
0.93939393939393945,0.0033297529538131041
0.96969696969696972,0.0034360571244496938
0.96969696969696972,0.0032274331820474028
1,0.0033272837265577739
1,0.0032640949554896144
